422036,Kieve,location,53.27456,12.59377
459555,Kievskiy,location,55.43642,36.89827
457846,K?evka,location,50.26212,71.54839
314276,Kiev Borispol,airport,50.345,30.895
314277,Kiev Zhulhany,airport,50.40194,30.45111
